번호,k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",kapt도로명주소,주소(시도)k-apt주소split,주소(시군구),주소(읍면동),나머지주소,주소(도로명),주소(도로상세주소),k-전화번호,k-팩스번호,단지소개기존clob,단지첨부파일,k-세대타입(분양형태),k-관리방식,k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,k-주거전용면적,k-관리비부과면적,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과,k-홈페이지,k-등록일자,k-수정일자,고용보험관리번호,경비비관리형태,세대전기계약방법,청소비관리형태,건축면적,주차대수,기타/의무/임대/임의=1/2/3/4,단지승인일,사용허가여부,관리비 업로드,좌표X,좌표Y,단지신청일,LNNO_ADRES,SCHUL_ADRES,TOTL_NWSTD_CNT,SCHUL_DIST,SCHUL_CROSS,초품아
47,A15101501,보라매갑을,아파트,서울특별시 관악구 관천로24길 3,서울,관악구,신림동,,관천로24길,3,028721574,028721573,4.0,,분양,위탁관리,계단식,개별난방,1.0,157,갑을건설,동심아파트재건축조합,2003-12-31 00:00:00.0,19382.0,10884.0,13973.0,44.0,113.0,0.0,,,,2026-02-09 06:00:34.0,1198001722,위탁,종합계약,위탁,974.08,151.0,의무,2013-06-23 11:46:58.0,Y,N,126.9219256,37.4891251,2013-03-07 09:46:52.0,서울특별시 관악구 신림동 1718 보라매,,,,,N
48,A13312101,성수두산위브,아파트,서울특별시 성동구 뚝섬로 434,서울,성동구,성수동2가,성수동 두산위브,뚝섬로,434,024610170,024648687,,,분양,위탁관리,계단식,개별난방,3.0,157,두산건설,두산건설,2006-05-30 00:00:00.0,27671.0,16949.0,16949.0,0.0,85.0,48.0,,dsweve.or.kr,,2026-02-09 04:17:34.0,91506921561,위탁,단일계약,위탁,21277.09,247.0,의무,2016-07-05 15:15:46.0,Y,N,127.0584774,37.5372327,2013-03-07 09:46:52.0,서울특별시 성동구 성수동2가 838 성수동,,,,,N
49,A15283801,신도림쌍용플래티넘노블,주상복합,서울특별시 구로구 공원로 40,서울,구로구,구로동,46번지 신도림쌍용플래티넘노블,공원로,40,028382850,028382851,,,분양,위탁관리,계단식,개별난방,2.0,155,남광토건(주),목원엔지리어링,2006-11-30 00:00:00.0,44167.0,17885.0,19471.0,0.0,0.0,155.0,,,,2026-02-08 05:38:08.0,,위탁,종합계약,위탁,0.0,258.0,의무,2015-01-02 09:59:06.0,Y,N,126.8912982,37.5009591,2013-03-07 09:46:53.0,서울특별시 구로구 구로동 46,서울특별시 구로구 구로동 105,58.0,277.0,3.0,N
50,A15007101,대림갑을명가,아파트,서울특별시 영등포구 대림로22길 29,서울,영등포구,대림동,대림동갑을명가아파트,대림로22길,29,028350494,028350495,,,분양,위탁관리,계단식,개별난방,2.0,157,갑을건설(주),화양연립재건축정비사업조합,2005-10-17 00:00:00.0,21239.0,13326.0,16169.0,0.0,157.0,0.0,,,,2026-02-09 05:50:56.0,90700037711,위탁,단일계약,위탁,1540.43,181.0,의무,2018-03-17 11:34:33.0,Y,N,126.9036771,37.4956182,2013-03-07 09:46:53.0,서울특별시 영등포구 대림동 1119,서울특별시 영등포구 대림동 741-3,23.0,,,N
51,A13980803,공릉1동삼익,아파트,서울특별시 노원구 섬밭로 17,서울,노원구,공릉동,공릉1동삼익아파트,섬밭로,17,029787677,029787678,64.0,FILE_000000000084906,분양,위탁관리,혼합식,개별난방,1.0,158,삼익건설주식회사,평화외3개연립 재건축조합,1997-10-28 00:00:00.0,20892.0,11790.0,15906.0,78.0,59.0,21.0,,,,2026-02-09 04:49:10.0,907-00-20954-1,위탁+직영,종합계약,위탁,0.0,144.0,의무,2017-04-27 16:35:52.0,Y,N,127.0723375,37.6181002,2013-03-07 09:46:53.0,서울특별시 노원구 공릉동 690-2,서울특별시 노원구 공릉동 610-1,30.0,,,N
52,A14319002,자양한강극동,아파트,서울특별시 광진구 능동로3길 53,서울,광진구,자양동,57-103,능동로3길,53,024698231,024690339,,,분양,자치관리,계단식,개별난방,2.0,158,극동건설주식회사,자양동군인직장연합주택조합,1991-08-08 00:00:00.0,17449.0,13343.0,17236.0,0.0,158.0,0.0,,,,2026-02-09 04:19:55.0,20780002240,직영,단일계약,직영,1606.38,160.0,의무,2018-12-20 15:58:05.0,Y,N,127.0644764,37.5336956,2013-03-07 09:46:53.0,서울특별시 광진구 자양동 57-103,서울특별시 광진구 자양동 504,88.0,466.0,1.0,N
53,A13510001,청담삼성1차,아파트,서울특별시 강남구 삼성로133길 20,서울,강남구,청담동,청담동 삼성1차 아파트,삼성로133길,20,0234464486,0234464481,4.0,FILE_000000000336219,분양,위탁관리,혼합식,개별난방,1.0,158,삼성건설,삼성물산,1997-12-19 00:00:00.0,20894.0,11595.0,15139.0,70.0,88.0,0.0,,청담삼성1차.apti.co.kr,,2026-02-09 06:14:39.0,211-82-13417-0,직영,단일계약,위탁,1413.04,160.0,의무,2019-02-12 14:31:00.0,Y,N,127.0478619,37.5194421,2013-03-07 09:46:53.0,서울특별시 강남구 청담동 33 청담동 삼성1차,,,,,N
54,A13292501,창동현대타운(주복),주상복합,서울특별시 도봉구 도봉로114길 22-8,서울,도봉구,창동,,도봉로114길,22-8,029929885,029929886,865.0,,분양,위탁관리,복도식,개별난방,1.0,158,현대건설,현대건설,1999-09-22 00:00:00.0,23414.0,9492.0,13117.0,93.0,65.0,0.0,,,,2026-02-09 04:45:21.0,90700313911,위탁,종합계약,위탁,2203.53,175.0,의무,2013-05-07 09:42:03.0,Y,N,127.0352336,37.6470839,2013-03-07 09:46:53.0,서울특별시 도봉구 창동 812,서울특별시 도봉구 창동 308,37.0,888.0,2.0,N
55,A13311101,성수금호3차,아파트,서울특별시 성동구 뚝섬로5길 17,서울,성동구,성수동1가,서울특별시 성동구 성수동 1가 714,뚝섬로5길,17,024685222,024685224,4.0,,분양,위탁관리,계단식,개별난방,3.0,159,금호산업(주),성수금호3차 재건축조헙,2003-09-25 00:00:00.0,23433.0,12710.0,15868.0,32.0,127.0,0.0,,성수금호3차.com,,2026-02-09 04:16:48.0,90700036811,위탁,단일계약,위탁,1312.92,170.0,의무,2016-03-17 15:05:00.0,Y,N,127.0504009,37.5420274,2013-03-07 09:46:53.0,서울특별시 성동구 성수동1가 714,서울특별시 성동구 성수동1가 19-1,108.0,62.0,0.0,Y
56,A13201001,도봉서광,아파트,서울특별시 도봉구 마들로 770,서울,도봉구,도봉동,서울 도봉구 마들로 770,마들로,770,0234918468,0260848468,,FILE_000000000038808,기타,위탁관리,복도식,개별난방,3.0,159,융창건설(주),서울특별시 도시개발공사,1999-09-07 00:00:00.0,13923.0,7934.0,11513.0,159.0,0.0,0.0,,,,2026-02-09 04:45:35.0,21080023780,위탁,단일계약,위탁,0.0,90.0,임의,2018-03-28 11:19:09.0,Y,N,127.049861,37.6783964,2013-03-07 09:46:54.0,서울특별시 도봉구 도봉동 643,서울특별시 도봉구 도봉동 22-19,103.0,,,N
57,A13185501,묵동세방,아파트,서울특별시 중랑구 숙선옹주로9길 25,서울,중랑구,묵동,,숙선옹주로9길,25,029775783,0264635783,509.0,,분양,위탁관리,혼합식,개별난방,2.0,159,세방기업(주),세방건설,2000-07-03 00:00:00.0,18710.0,11661.0,15473.0,66.0,93.0,0.0,,,,2026-02-09 04:29:47.0,90700315551,위탁,단일계약,위탁,0.0,161.0,의무,2013-06-21 17:45:08.0,Y,N,127.0835522,37.6153547,2013-03-07 09:46:54.0,서울특별시 중랑구 묵동 383,서울특별시 중랑구 묵동 11,107.0,,,N
58,A14321001,광장11현대홈타운,연립주택,서울특별시 광진구 아차산로69길 29,서울,광진구,광장동,579 광장11차현대홈타운 관리사무소,아차산로69길,29,024560155,024560169,,,분양,위탁관리,계단식,개별난방,8.0,159,현대건설,광장11차현대지역주택조합,2003-10-28 00:00:00.0,27590.0,13505.0,17364.0,0.0,159.0,0.0,,,,2026-02-09 04:18:45.0,10295724970337,위탁,단일계약,위탁,5079.87,182.0,의무,2013-05-21 12:35:13.0,Y,N,127.0969941,37.5430085,2013-03-07 09:46:54.0,서울특별시 광진구 광장동 579 광장11차,,,,,N
59,A13787102,서초2차e편한세상,아파트,서울특별시 서초구 효령로49길 57,서울,서초구,서초동,1529번지,효령로49길,57,025841546,025841506,,,분양,위탁관리,계단식,개별난방,3.0,159,대림산업,서초연합 재건축 주택조합,2005-02-24 00:00:00.0,30500.0,16997.0,16995.0,0.0,43.0,116.0,,,,2026-02-09 06:11:01.0,907-00-31605-1,위탁+직영,종합계약,위탁,2213.01,255.0,의무,2013-06-17 19:03:38.0,Y,N,127.0090583,37.4862357,2013-03-07 09:46:54.0,서울특별시 서초구 서초동 1529,서울특별시 서초구 서초동 1466-5,112.0,,,N
60,A13087401,휘경서울가든,주상복합,서울특별시 동대문구 겸재로 24,서울,동대문구,휘경동,49-5,겸재로,24,0222457288,0222485490,85.0,,분양,자치관리,복도식,개별난방,1.0,160,삼익건설(주),동대문구,1985-12-03 00:00:00.0,17646.0,13309.0,17437.0,0.0,30.0,130.0,,,,2026-02-09 04:25:50.0,,직영,종합계약,직영,0.0,157.0,의무,2013-06-13 18:14:30.0,Y,N,127.0711253,37.5841565,2013-03-07 09:46:54.0,서울특별시 동대문구 휘경동 49-5,서울특별시 동대문구 휘경동 49-27,76.0,,,N
62,A13880201,가락현대6차,아파트,서울특별시 송파구 송이로19길 8,서울,송파구,가락동,55번지,송이로19길,8,024496408,024496408,,,분양,위탁관리,계단식,개별난방,2.0,160,현대건설,한미은행 연합조합,1991-12-14 00:00:00.0,17690.0,13568.0,17455.0,0.0,160.0,0.0,,,,2026-02-09 06:25:46.0,90700312121,직영,종합계약,위탁,0.0,125.0,의무,2017-10-19 11:58:33.0,Y,N,127.1226268,37.4972327,2013-03-07 09:46:55.0,서울특별시 송파구 가락동 55,서울특별시 송파구 가락동 43-1,93.0,,,N
63,A15088802,여의도화랑,아파트,서울특별시 영등포구 국제금융로7가길 21,서울,영등포구,여의도동,40-4,국제금융로7가길,21,027805488,0266715488,,,분양,자치관리,계단식,지역난방,3.0,160,삼익주택,삼익주택,1977-12-16 00:00:00.0,20628.0,18083.0,20628.0,0.0,0.0,120.0,,,,2026-02-09 05:44:28.0,1998-0181495,직영,종합계약,직영,0.0,155.0,의무,2018-02-22 15:48:30.0,Y,N,126.9355476,37.5221449,2013-03-07 09:46:55.0,서울특별시 영등포구 여의도동 40-4,서울특별시 영등포구 여의도동 40-3,133.0,,,N
64,A15009501,문래진주,아파트,서울특별시 영등포구 선유로9길 31,서울,영등포구,문래동5가,22번지,선유로9길,31,0226752191,0226752191,,,분양,위탁관리,계단식,개별난방,3.0,160,라이프주택,라이프주택,1984-08-21 00:00:00.0,20732.0,16101.0,16266.0,0.0,80.0,80.0,,,,2025-05-30 08:16:56.0,107-80-03218-0,위탁,종합계약,위탁,0.0,130.0,의무,2013-06-23 12:05:13.0,Y,N,126.8847882,37.5171755,2013-03-07 09:46:55.0,서울특별시 영등포구 문래동6가 57 문래,,,,,N
65,A15083701,신길삼두,아파트,서울특별시 영등포구 여의대방로61길 19,서울,영등포구,신길동,2-3,여의대방로61길,19,028484188,028484188,,,분양,위탁관리,복도식,개별난방,1.0,160,삼두실업(주),삼두실업(주),1987-12-12 00:00:00.0,10684.0,7333.0,7333.0,160.0,0.0,0.0,,,,2026-02-09 05:49:54.0,11880001140,위탁,종합계약,위탁,0.0,45.0,의무,2013-06-23 12:05:06.0,Y,N,126.9238594,37.5143228,2013-03-07 09:46:55.0,서울특별시 영등포구 신길동 2-3,서울특별시 동작구 대방동 351-6,90.0,747.0,1.0,N
66,A13583301,논현동부센트레빌,아파트,서울특별시 강남구 언주로116길 6,서울,강남구,논현동,275번지,언주로116길,6,0262416835,025426835,,,분양,위탁관리,계단식,개별난방,4.0,160,동부건설,양지아파트재건축조합,2003-12-24 00:00:00.0,30443.0,15710.0,19497.0,0.0,76.0,84.0,,,,2026-02-09 06:18:48.0,90700220911,위탁,종합계약,위탁,0.0,239.0,의무,2019-07-24 09:50:05.0,Y,N,127.0376735,37.5103594,2013-03-07 09:46:55.0,서울특별시 강남구 논현동 275,서울특별시 강남구 논현동 264-7,45.0,227.0,0.0,Y
67,A12201301,경남아파트-응암경남,아파트,서울특별시 은평구 가좌로7나길 35,서울,은평구,응암동,714,가좌로7나길,35,023070223,023080223,,,분양,위탁관리,혼합식,개별난방,2.0,160,경남기업,경남기업,1995-12-22 00:00:00.0,17366.0,11090.0,15021.0,63.0,97.0,0.0,,,,2026-02-09 04:58:56.0,90800990861,위탁,단일계약,위탁,1852.89,130.0,의무,2013-06-23 15:15:52.0,Y,N,126.9203156,37.5833193,2013-03-07 09:46:55.0,서울특별시 은평구 응암동 714,서울특별시 은평구 응암동 340,115.0,743.0,1.0,N
68,A13788201,서초현대4차,아파트,서울특별시 서초구 고무래로 94,서울,서초구,서초동,서울시 서초구 서초4동 1684외,고무래로,94,025323538,0234817430,,,분양,위탁관리,혼합식,지역난방,3.0,160,현대산업개발,서초은하아파트재건축조합,2000-11-27 00:00:00.0,31326.0,16081.0,20034.0,20.0,70.0,17.0,,,,2026-02-09 06:11:13.0,2000-37052-2,위탁,종합계약,위탁,0.0,1.0,의무,2013-06-20 14:18:22.0,Y,N,127.0178518,37.5003507,2013-03-07 09:46:55.0,서울특별시 서초구 서초동 1684,서울특별시 서초구 서초동 1685-1,169.0,,,N
69,A13508001,역삼휴먼터치빌,주상복합,서울특별시 강남구 논현로 565,서울,강남구,역삼동,606-18,논현로,565,025530050,025526839,,,분양,자치관리,복도식,개별난방,1.0,160,현대산업개발,현대산업개발,1999-06-19 00:00:00.0,12415.0,4785.0,4785.0,160.0,0.0,0.0,,www.humantouch.co.kr,,2026-02-09 06:12:17.0,132810337502,위탁,단일계약,위탁,0.0,123.0,의무,2017-02-16 15:24:47.0,Y,N,127.0338294,37.5064114,2013-03-07 09:46:55.0,서울특별시 강남구 역삼동 606-18,서울특별시 강남구 논현동 168,35.0,817.0,2.0,N
70,A15785601,방화진로,아파트,서울특별시 강서구 금낭화로 258,서울,강서구,방화동,804번지,금낭화로,258,0226659633,0226659632,,,분양,위탁관리,계단식,지역난방,2.0,160,주)진로건설,주)진로건설,1994-09-09 00:00:00.0,20959.0,13589.0,17360.0,0.0,160.0,0.0,,,,2026-02-09 05:31:29.0,1998-046157-1,위탁,종합계약,위탁,2092.43,166.0,의무,2016-04-27 14:28:08.0,Y,N,126.8084237,37.5770526,2013-03-07 09:46:55.0,서울특별시 강서구 방화동 804,서울특별시 강서구 방화동 798,19.0,,,N
71,A13790902,잠원킴스빌리지,아파트,서울특별시 서초구 잠원로3길 6,서울,서초구,잠원동,71-12,잠원로3길,6,025917591,025917590,109.0,,분양,위탁관리,복도식,개별난방,1.0,160,시대종합건설(주),뉴코아,1996-12-17 00:00:00.0,12614.0,4851.0,12614.0,160.0,0.0,0.0,,,,2026-02-09 06:07:20.0,907-00-28599-1,직영,종합계약,직영,599.03,138.0,의무,2013-06-18 09:24:59.0,Y,N,127.0067114,37.5109145,2013-03-07 09:46:55.0,서울특별시 서초구 잠원동 71-12,서울특별시 서초구 잠원동 72,170.0,,,N
72,A15782501,강서월드메르디앙,아파트,서울특별시 강서구 공항대로42길 54-26,서울,강서구,내발산동,,공항대로42길,54-26,0236655020,0260825030,714.0,FILE_000000000165416,분양,위탁관리,계단식,개별난방,3.0,160,월드건설,"중앙,대덕,용광,고려연립재건축주택조합",2006-03-30 00:00:00.0,26678.0,13883.0,17556.0,20.0,111.0,29.0,,,,2026-02-09 05:29:19.0,90900089271,위탁,종합계약,위탁,1776.0,247.0,의무,2013-05-09 16:04:36.0,Y,N,126.843127,37.5568955,2013-03-07 09:46:55.0,서울특별시 강서구 내발산동 659-1,서울특별시 강서구 마곡동 728-28,77.0,,,N
73,A15284302,구로대성스카이렉스,주상복합,서울특별시 구로구 공원로 27,서울,구로구,구로동,"구로동, 대성스카이렉스 주상복합아파트",공원로,27,028308303,028308304,,,분양,위탁관리,계단식,개별난방,2.0,160,대성산업(주),공원빌라 재건축조합,2006-04-25 00:00:00.0,27171.0,14281.0,16868.0,0.0,120.0,40.0,,,,2026-02-09 05:34:51.0,90700237531,위탁,단일계약,위탁,0.0,225.0,의무,2017-03-21 14:57:06.0,Y,N,126.8909539,37.4994441,2013-03-07 09:46:55.0,서울특별시 구로구 구로동 107-1,서울특별시 구로구 구로동 105,58.0,150.0,1.0,N
74,A12111001,마포경남아너스빌,아파트,서울특별시 마포구 신수로 81,서울,마포구,신수동,456 번지,신수로,81,027125412,027115419,,,분양,위탁관리,계단식,개별난방,2.0,160,경남기업(주),청옥산업개발(주),2007-05-17 00:00:00.0,22218.0,13592.0,16926.0,0.0,160.0,0.0,,,,2026-02-09 05:10:23.0,105-80-05388-0,직영,종합계약,위탁,0.0,182.0,의무,2013-06-23 15:24:54.0,Y,N,126.934029,37.5487707,2013-03-07 09:46:55.0,서울특별시 마포구 신수동 456,서울특별시 마포구 신수동 429-2,66.0,,,N
75,A13784401,방배브라운가,아파트,서울특별시 서초구 방배로19길 67,서울,서초구,방배동,,방배로19길,67,025860690,025860680,,,분양,위탁관리,계단식,개별난방,2.0,161,흥화공업(주),흥화공업(주),2006-05-26 00:00:00.0,19876.0,15462.0,15462.0,0.0,116.0,45.0,,,,2026-02-09 06:03:41.0,90700291961,직영,단일계약,위탁,1317.86,218.0,의무,2017-02-17 10:58:37.0,Y,N,126.9919326,37.4835259,2013-03-07 09:46:55.0,서울특별시 서초구 방배동 930-1 방배 브라운가,,,,,N
76,A13181201,면목신성미소지움,아파트,서울특별시 중랑구 용마산로86길 9-27,서울,중랑구,면목동,1527번지,용마산로86길,9-27,024364511,024381283,,,분양,위탁관리,계단식,개별난방,2.0,161,신성건설,서경한성동남조합신성건설,2004-11-12 00:00:00.0,22637.0,12911.0,16530.0,0.0,161.0,0.0,,,,2026-02-09 04:27:36.0,20480054430,위탁,종합계약,위탁,0.0,178.0,의무,2013-06-14 13:39:34.0,Y,N,127.0961012,37.587218,2013-03-07 09:46:55.0,서울특별시 중랑구 면목동 1527,서울특별시 중랑구 망우동 438-2,79.0,,,N
77,A13786803,서초3차e편한세상,아파트,서울특별시 서초구 남부순환로 2343-10,서울,서초구,서초동,1467-37,남부순환로,2343-10,025216109,025216120,,,분양,위탁관리,계단식,개별난방,2.0,77,대림산업,(주)디케이건설,2005-12-23 00:00:00.0,21246.0,11722.0,14112.0,0.0,0.0,17.0,,cafe.daum.net/seocho3cha,,2026-02-09 06:10:53.0,214-80-04515-0,위탁,종합계약,위탁,0.0,182.0,기타,2013-06-18 15:06:12.0,Y,N,127.0077138,37.4785869,2013-03-07 09:46:55.0,서울특별시 서초구 서초동 1467-37,서울특별시 서초구 서초동 1466-5,112.0,,,N
78,A13609001,종암우림카이저팰리스,주상복합,서울특별시 성북구 종암로 132,서울,성북구,종암동,132번지,종암로,132,029429371,029425757,,,분양,위탁관리,계단식,개별난방,2.0,161,우림건설,종암시장 재건축조합,2008-05-01 00:00:00.0,24558.0,13656.0,18221.0,0.0,161.0,0.0,,,,2026-02-09 04:36:45.0,20981344450,위탁,종합계약,위탁,0.0,218.0,의무,2013-06-23 13:00:36.0,Y,N,127.0334853,37.6018897,2013-03-07 09:46:55.0,서울특별시 성북구 종암동 132,서울특별시 성북구 종암동 22-1,72.0,768.0,1.0,N
79,A13481001,길동우성1차,아파트,서울특별시 강동구 천중로49길 58,서울,강동구,길동,서울강동구 길동 332번지,천중로49길,58,024709574,024709570,4.0,,분양,직영,계단식,개별난방,2.0,162,우성건설,우성건설,1989-10-06 00:00:00.0,16822.0,13216.0,13217.0,0.0,162.0,0.0,,,,2026-02-09 06:33:56.0,21282601880,위탁,단일계약,위탁,0.0,64.0,의무,2019-04-25 15:45:10.0,Y,N,127.1445299,37.5432755,2013-03-07 09:46:55.0,서울특별시 강동구 길동 332,서울특별시 강동구 길동 42,96.0,,,N
80,A13880602,가락우성2차아파트,아파트,서울특별시 송파구 중대로12길 35,서울,송파구,가락동,120-4,중대로12길,35,024007459,024487459,,,분양,위탁관리,혼합식,개별난방,2.0,162,우성건설,가락동조합아파트,2000-06-14 00:00:00.0,20701.0,11491.0,19536.0,82.0,80.0,0.0,,,,2026-02-09 06:25:56.0,215-82-60998,위탁,단일계약,위탁,1195.53,156.0,의무,2013-05-22 16:58:14.0,Y,N,127.1255185,37.4918819,2013-03-07 09:46:56.0,서울특별시 송파구 가락동 120-4,서울특별시 송파구 가락동 106,19.0,404.0,0.0,Y
81,A15603001,상도동원베네스트,아파트,서울특별시 동작구 상도로34길 42,서울,동작구,상도동,,상도로34길,42,028243394,028253394,,,분양,위탁관리,계단식,개별난방,4.0,162,동원시스템즈(주)/건설,상도동원지역주택조합,2008-10-31 00:00:00.0,23332.0,13731.0,17602.0,0.0,162.0,0.0,,,,2026-02-09 05:52:43.0,908-01-12697-1,위탁,단일계약,위탁,1840.8,185.0,의무,2013-06-23 11:08:16.0,Y,N,126.9444312,37.5029264,2013-03-07 09:46:56.0,서울특별시 동작구 상도동 528,서울특별시 동작구 상도동 204-333,172.0,363.0,2.0,N
